Data,Região,Fonte_Energia,Geração_MWh,Custo_Operacional_BRL,Status_Operacao
2024-03-06 20:23:43.422100,Nordeste,Termelétrica,445.35,12836.36,Normal
2026-04-16 20:23:43.422100,Sul,Hidrelétrica,473.18,19122.38,Falha
2021-09-08 20:23:43.422100,Sul,Termelétrica,547.65,12466.2,Normal
2026-02-26 20:23:43.422100,Centro-Oeste,Eólica,700.14,4883.5,Manutenção
2026-02-27 20:23:43.422100,Norte,Hidrelétrica,799.65,18536.38,Normal
2021-07-09 20:23:43.422100,Sudeste,Termelétrica,433.79,21151.26,Normal
2023-12-31 20:23:43.422100,Sudeste,Solar,120.45,20553.75,Normal
2024-08-11 20:23:43.422100,Sul,Termelétrica,471.8,8349.85,Falha
2021-08-02 20:23:43.422100,Norte,Termelétrica,539.65,15533.21,Normal
2023-12-27 20:23:43.422100,Sudeste,Eólica,766.88,13085.65,Normal
2021-12-07 20:23:43.422100,Sudeste,Termelétrica,580.43,11797.99,Normal
2025-01-09 20:23:43.422100,Nordeste,Hidrelétrica,372.66,12282.02,Normal
2024-04-24 20:23:43.422100,Nordeste,Hidrelétrica,697.71,6990.66,Normal
2022-10-12 20:23:43.422100,Sudeste,Hidrelétrica,412.4,11966.96,Normal
2025-12-30 20:23:43.422100,Nordeste,Solar,500.77,20110.6,Normal
2025-11-25 20:23:43.422100,Sul,Hidrelétrica,565.49,10406.82,Normal
2025-05-19 20:23:43.422100,Sul,Solar,540.53,25095.76,Normal
2023-03-23 20:23:43.422100,Sudeste,Eólica,749.82,16995.44,Normal
2022-05-15 20:23:43.422100,Sudeste,Termelétrica,509.15,10566.29,Normal
2022-04-19 20:23:43.422100,Nordeste,Hidrelétrica,566.23,16333.61,Normal
2024-04-24 20:23:43.422100,Sul,Eólica,212.55,13741.87,Manutenção
2024-06-22 20:23:43.422100,Centro-Oeste,Hidrelétrica,363.54,10465.89,Normal
2021-09-13 20:23:43.422100,Sudeste,Hidrelétrica,416.99,18706.0,Normal
2023-02-18 20:23:43.422100,Sul,Termelétrica,320.54,14288.42,Manutenção
2021-10-26 20:23:43.422100,Norte,Hidrelétrica,413.09,19393.05,Manutenção
2024-05-30 20:23:43.422100,Centro-Oeste,Hidrelétrica,520.1,6539.72,Normal
2024-05-13 20:23:43.422100,Sudeste,Termelétrica,213.55,19038.55,Normal
2023-10-23 20:23:43.422100,Nordeste,Hidrelétrica,447.07,10628.69,Normal
2022-04-28 20:23:43.422100,Norte,Termelétrica,527.5,16623.29,Normal
2024-11-24 20:23:43.422100,Sudeste,Eólica,568.92,21298.18,Normal
2023-08-10 20:23:43.422100,Sudeste,Hidrelétrica,657.26,14810.04,Normal
2023-07-04 20:23:43.422100,Nordeste,Eólica,695.51,7772.37,Normal
2024-11-26 20:23:43.422100,Sul,Eólica,339.62,16300.2,Normal
2025-04-06 20:23:43.422100,Nordeste,Solar,649.12,8973.27,Falha
2025-06-16 20:23:43.422100,Sudeste,Hidrelétrica,422.02,22385.47,Normal
2022-02-11 20:23:43.422100,Nordeste,Hidrelétrica,814.4,11514.8,Normal
2023-07-19 20:23:43.422100,Norte,Termelétrica,373.48,17926.55,Normal
2025-06-25 20:23:43.422100,Centro-Oeste,Hidrelétrica,829.82,13422.09,Normal
2021-07-01 20:23:43.422100,Sudeste,Eólica,416.97,19968.11,Falha
2025-07-25 20:23:43.422100,Sudeste,Termelétrica,684.61,12387.42,Normal
2022-04-19 20:23:43.422100,Centro-Oeste,Hidrelétrica,437.59,16161.14,Normal
2023-09-12 20:23:43.422100,Nordeste,Hidrelétrica,579.86,24755.03,Normal
2024-11-10 20:23:43.422100,Sudeste,Eólica,496.08,22366.03,Normal
2023-04-19 20:23:43.422100,Centro-Oeste,Eólica,666.43,14221.26,Normal
2025-11-23 20:23:43.422100,Nordeste,Hidrelétrica,327.93,17327.25,Normal
2025-09-09 20:23:43.422100,Sul,Hidrelétrica,203.0,12635.39,Normal
2023-06-06 20:23:43.422100,Sudeste,Eólica,343.56,17908.09,Normal
2025-06-26 20:23:43.422100,Nordeste,Eólica,624.25,10469.6,Normal
2023-06-11 20:23:43.422100,Sudeste,Solar,620.14,16464.28,Manutenção
2025-01-15 20:23:43.422100,Sudeste,Hidrelétrica,788.02,20861.46,Manutenção
2023-09-22 20:23:43.422100,Sudeste,Hidrelétrica,644.99,17269.31,Normal
2021-09-22 20:23:43.422100,Sudeste,Eólica,331.36,15136.87,Normal
2024-10-10 20:23:43.422100,Sudeste,Hidrelétrica,590.32,12386.66,Normal
2026-02-12 20:23:43.422100,Sudeste,Hidrelétrica,442.04,21723.25,Manutenção
2025-07-11 20:23:43.422100,Sudeste,Termelétrica,482.48,22108.64,Normal
2023-03-09 20:23:43.422100,Sudeste,Hidrelétrica,538.34,19953.64,Normal
2022-07-05 20:23:43.422100,Sudeste,Hidrelétrica,944.73,15020.42,Normal
2024-02-19 20:23:43.422100,Nordeste,Solar,488.31,13017.05,Normal
2026-01-22 20:23:43.422100,Norte,Termelétrica,417.57,24760.83,Normal
2025-10-25 20:23:43.422100,Sul,Nuclear,477.64,19285.32,Normal
2022-01-16 20:23:43.422100,Sul,Termelétrica,403.56,22190.09,Manutenção
2023-12-13 20:23:43.422100,Sudeste,Solar,,10544.58,Manutenção
2024-12-26 20:23:43.422100,Centro-Oeste,Termelétrica,,13120.03,Normal
2022-09-20 20:23:43.422100,Nordeste,Eólica,547.38,15828.99,Normal
2026-04-23 20:23:43.422100,Centro-Oeste,Hidrelétrica,767.71,16330.57,Normal
2024-01-29 20:23:43.422100,Sudeste,Solar,562.91,12892.91,Falha
2021-06-06 20:23:43.422100,Nordeste,Hidrelétrica,387.9,17944.35,Normal
2023-05-13 20:23:43.422100,Sudeste,Hidrelétrica,622.6,3115.81,Normal
2022-06-11 20:23:43.422100,Sudeste,Hidrelétrica,633.83,10997.53,Normal
2025-11-10 20:23:43.422100,Sudeste,Eólica,485.69,17920.35,Normal
2022-06-13 20:23:43.422100,Sul,Termelétrica,424.21,24555.76,Normal
2023-09-19 20:23:43.422100,Sul,Nuclear,,5247.88,Normal
2026-01-08 20:23:43.422100,Sudeste,Eólica,414.7,11534.51,Normal
2022-05-23 20:23:43.422100,Nordeste,Hidrelétrica,444.57,20045.01,Falha
2021-11-20 20:23:43.422100,Sul,Hidrelétrica,484.96,14636.14,Normal
2022-09-25 20:23:43.422100,Nordeste,Hidrelétrica,500.94,17583.94,Normal
2025-04-26 20:23:43.422100,Centro-Oeste,Eólica,407.23,23718.8,Normal
2021-06-30 20:23:43.422100,Sudeste,Hidrelétrica,373.23,17649.56,Normal
2025-06-25 20:23:43.422100,Nordeste,Solar,763.01,15875.91,Normal
2023-04-24 20:23:43.422100,Sudeste,Eólica,451.96,8783.12,Manutenção
2021-11-01 20:23:43.422100,Centro-Oeste,Hidrelétrica,342.89,8557.12,Normal
2022-12-14 20:23:43.422100,Sudeste,Hidrelétrica,319.43,15525.83,Normal
2021-12-16 20:23:43.422100,Sul,Hidrelétrica,534.21,13242.22,Normal
2026-05-12 20:23:43.422100,Sudeste,Solar,305.0,11431.85,Normal
2024-09-08 20:23:43.422100,Nordeste,Hidrelétrica,372.8,15460.33,Normal
2024-11-16 20:23:43.422100,Norte,Hidrelétrica,,14506.21,Normal
2024-12-11 20:23:43.422100,Sul,Hidrelétrica,806.61,14723.09,Normal
2023-12-07 20:23:43.422100,Sudeste,Eólica,433.18,13988.69,Normal
2025-06-06 20:23:43.422100,Nordeste,Hidrelétrica,765.67,16670.05,Manutenção
2021-08-10 20:23:43.422100,Sudeste,Hidrelétrica,473.28,17269.61,Normal
2021-09-01 20:23:43.422100,Norte,Hidrelétrica,187.76,9235.6,Normal
2021-11-17 20:23:43.422100,Nordeste,Hidrelétrica,826.05,20563.24,Normal
2025-04-27 20:23:43.422100,Sudeste,Hidrelétrica,444.95,7720.01,Normal
2021-10-30 20:23:43.422100,Centro-Oeste,Hidrelétrica,322.37,17410.49,Manutenção
2024-09-16 20:23:43.422100,Nordeste,Eólica,311.14,143309.9,Manutenção
2025-02-03 20:23:43.422100,Sudeste,Hidrelétrica,462.23,17878.54,Normal
2022-03-13 20:23:43.422100,Sul,Hidrelétrica,520.71,21622.21,Normal
2022-02-10 20:23:43.422100,Sudeste,Eólica,452.34,17854.32,Normal
2025-10-25 20:23:43.422100,Centro-Oeste,Hidrelétrica,547.87,15868.06,Normal
2021-11-18 20:23:43.422100,Sudeste,Hidrelétrica,275.73,13399.17,Normal
2022-04-23 20:23:43.422100,Sudeste,Nuclear,562.25,120914.59999999999,Manutenção
2024-11-03 20:23:43.422100,Sudeste,Termelétrica,266.53,13446.51,Normal
2023-06-26 20:23:43.422100,Nordeste,Termelétrica,616.95,12188.63,Normal
2024-03-13 20:23:43.422100,Nordeste,Hidrelétrica,425.96,8282.87,Normal
2021-11-05 20:23:43.422100,Sudeste,Eólica,595.22,18563.46,Normal
2021-11-30 20:23:43.422100,Nordeste,Hidrelétrica,632.54,12039.38,Falha
2021-10-18 20:23:43.422100,Centro-Oeste,Termelétrica,730.65,8763.84,Normal
2024-12-24 20:23:43.422100,Nordeste,Hidrelétrica,557.45,21773.78,Falha
2023-11-21 20:23:43.422100,Nordeste,Solar,290.57,8694.34,Normal
2023-02-27 20:23:43.422100,Centro-Oeste,Hidrelétrica,562.96,10795.77,Normal
2026-01-24 20:23:43.422100,Sul,Hidrelétrica,459.18,15184.94,Normal
2021-06-24 20:23:43.422100,Sudeste,Solar,535.47,7740.85,Normal
2024-11-18 20:23:43.422100,Nordeste,Eólica,479.86,2495.23,Normal
2025-07-17 20:23:43.422100,Sul,Termelétrica,375.02,10056.15,Normal
2025-12-24 20:23:43.422100,Sudeste,Hidrelétrica,658.43,10171.78,Normal
2021-12-16 20:23:43.422100,Nordeste,Nuclear,649.78,12444.1,Normal
2024-04-07 20:23:43.422100,Sudeste,Termelétrica,466.15,8907.09,Normal
2025-10-29 20:23:43.422100,Nordeste,Eólica,582.0,11439.9,Normal
2023-03-29 20:23:43.422100,Centro-Oeste,Eólica,553.12,14814.99,Normal
2024-06-19 20:23:43.422100,Sudeste,Hidrelétrica,441.16,14263.34,Normal
2024-03-25 20:23:43.422100,Sudeste,Hidrelétrica,355.07,12372.15,Normal
2022-09-12 20:23:43.422100,Centro-Oeste,Termelétrica,681.25,14422.05,Normal
2025-02-19 20:23:43.422100,Nordeste,Hidrelétrica,768.18,10786.62,Manutenção
2022-02-11 20:23:43.422100,Nordeste,Hidrelétrica,690.87,16288.38,Normal
2021-07-22 20:23:43.422100,Sul,Hidrelétrica,453.96,7393.14,Normal
2023-11-25 20:23:43.422100,Nordeste,Hidrelétrica,336.72,16511.61,Normal
2025-09-16 20:23:43.422100,Sudeste,Hidrelétrica,478.08,17504.76,Normal
2024-03-23 20:23:43.422100,Centro-Oeste,Eólica,446.29,12753.02,Normal
2025-03-29 20:23:43.422100,Norte,Termelétrica,638.12,13116.86,Normal
2022-12-03 20:23:43.422100,Sul,Hidrelétrica,456.48,15880.84,Normal
2024-05-06 20:23:43.422100,Norte,Termelétrica,375.51,15778.99,Normal
2021-09-17 20:23:43.422100,Sudeste,Solar,713.33,16105.98,Normal
2021-10-21 20:23:43.422100,Sudeste,Hidrelétrica,626.72,13981.94,Falha
2022-01-13 20:23:43.422100,Sudeste,Hidrelétrica,542.34,8220.54,Normal
2026-03-10 20:23:43.422100,Sudeste,Hidrelétrica,457.97,20133.55,Normal
2022-10-07 20:23:43.422100,Sudeste,Hidrelétrica,587.62,15290.05,Normal
2025-01-17 20:23:43.422100,Centro-Oeste,Nuclear,675.02,20831.69,Normal
2025-09-10 20:23:43.422100,Sul,Termelétrica,315.0,23382.67,Normal
2022-09-01 20:23:43.422100,Sul,Termelétrica,333.13,23444.89,Normal
2023-08-13 20:23:43.422100,Centro-Oeste,Hidrelétrica,292.02,11425.71,Normal
2025-12-05 20:23:43.422100,Centro-Oeste,Termelétrica,441.32,22049.49,Normal
2022-01-09 20:23:43.422100,Centro-Oeste,Hidrelétrica,469.76,11202.79,Normal
2021-07-26 20:23:43.422100,Nordeste,Solar,815.27,11591.51,Normal
2024-06-01 20:23:43.422100,Nordeste,Hidrelétrica,322.01,11398.42,Normal
2022-07-30 20:23:43.422100,Nordeste,Eólica,514.34,11976.37,Normal
2023-05-26 20:23:43.422100,Sudeste,Solar,516.2,15404.82,Manutenção
2024-07-27 20:23:43.422100,Sudeste,Eólica,533.22,14244.26,Normal
2023-12-16 20:23:43.422100,Sul,Hidrelétrica,492.12,11959.03,Normal
2022-10-08 20:23:43.422100,Sudeste,Termelétrica,484.61,16416.8,Normal
2023-08-22 20:23:43.422100,Nordeste,Eólica,841.97,13883.15,Normal
2023-11-24 20:23:43.422100,Nordeste,Termelétrica,368.09,14186.11,Normal
2025-10-31 20:23:43.422100,Sudeste,Hidrelétrica,296.99,18894.72,Normal
2025-01-16 20:23:43.422100,Sul,Hidrelétrica,430.85,20613.42,Manutenção
2021-08-03 20:23:43.422100,Sudeste,Hidrelétrica,588.55,15435.74,Normal
2022-01-13 20:23:43.422100,Sudeste,Hidrelétrica,748.7,21660.83,Normal
2024-02-05 20:23:43.422100,Sudeste,Hidrelétrica,657.87,7233.26,Normal
2022-04-26 20:23:43.422100,Sudeste,Eólica,518.32,106138.4,Normal
2022-03-01 20:23:43.422100,Nordeste,Eólica,448.95,17669.19,Normal
2025-10-22 20:23:43.422100,Nordeste,Hidrelétrica,565.89,18614.3,Normal
2023-05-19 20:23:43.422100,Sudeste,Eólica,349.56,15137.54,Manutenção
2026-05-10 20:23:43.422100,Nordeste,Hidrelétrica,329.74,13794.19,Normal
2021-10-19 20:23:43.422100,Sudeste,Hidrelétrica,579.86,12469.11,Normal
2024-11-23 20:23:43.422100,Centro-Oeste,Hidrelétrica,388.38,12360.27,Manutenção
2026-05-22 20:23:43.422100,Nordeste,Hidrelétrica,410.04,17788.06,Normal
2023-04-19 20:23:43.422100,Sudeste,Eólica,811.49,12487.2,Manutenção
2024-06-05 20:23:43.422100,Sudeste,Solar,822.1,13655.0,Normal
2021-07-24 20:23:43.422100,Nordeste,Hidrelétrica,515.35,19073.88,Normal
2025-03-18 20:23:43.422100,Sul,Termelétrica,380.13,11628.93,Normal
2022-04-01 20:23:43.422100,Centro-Oeste,Solar,781.65,19279.59,Normal
2021-11-18 20:23:43.422100,Sudeste,Nuclear,,4405.05,Manutenção
2025-06-22 20:23:43.422100,Sul,Eólica,688.45,13343.89,Normal
2023-06-17 20:23:43.422100,Nordeste,Hidrelétrica,510.24,6189.33,Normal
2024-02-26 20:23:43.422100,Sul,Solar,695.82,14903.05,Normal
2023-04-06 20:23:43.422100,Sudeste,Hidrelétrica,424.96,17582.94,Normal
2025-11-03 20:23:43.422100,Nordeste,Hidrelétrica,476.52,11301.7,Normal
2025-07-23 20:23:43.422100,Sudeste,Hidrelétrica,482.05,6020.63,Normal
2022-12-09 20:23:43.422100,Sul,Hidrelétrica,462.25,15708.39,Normal
2025-12-16 20:23:43.422100,Sudeste,Hidrelétrica,242.32,12806.68,Normal
2026-01-27 20:23:43.422100,Sudeste,Solar,508.09,19054.11,Normal
2025-03-26 20:23:43.422100,Nordeste,Eólica,528.69,24705.29,Normal
2022-05-12 20:23:43.422100,Nordeste,Hidrelétrica,437.4,15108.49,Normal
2024-05-23 20:23:43.422100,Sudeste,Hidrelétrica,306.14,18395.15,Falha
2022-04-23 20:23:43.422100,Sudeste,Hidrelétrica,604.2,26768.27,Normal
2021-12-08 20:23:43.422100,Sul,Hidrelétrica,282.98,23429.08,Normal
2024-08-19 20:23:43.422100,Centro-Oeste,Hidrelétrica,716.44,20145.46,Normal
2024-08-24 20:23:43.422100,Nordeste,Eólica,295.91,17513.47,Normal
2026-02-11 20:23:43.422100,Nordeste,Solar,333.08,7629.61,Normal
2022-02-18 20:23:43.422100,Norte,Hidrelétrica,650.2,12453.01,Normal
2021-11-12 20:23:43.422100,Norte,Hidrelétrica,507.12,15781.06,Normal
2021-10-20 20:23:43.422100,Sudeste,Hidrelétrica,529.4,12513.26,Normal
2021-11-30 20:23:43.422100,Nordeste,Hidrelétrica,402.54,20684.76,Manutenção
2023-10-31 20:23:43.422100,Sul,Hidrelétrica,711.0,11381.77,Normal
2023-10-10 20:23:43.422100,Sudeste,Termelétrica,,25095.48,Normal
2023-07-11 20:23:43.422100,Sul,Hidrelétrica,703.61,17781.41,Normal
2025-05-14 20:23:43.422100,Centro-Oeste,Hidrelétrica,504.59,25195.28,Normal
2024-02-29 20:23:43.422100,Sudeste,Hidrelétrica,684.64,20017.12,Normal
2023-07-23 20:23:43.422100,Sudeste,Solar,376.2,15187.09,Manutenção
2022-08-28 20:23:43.422100,Sul,Hidrelétrica,603.87,11401.53,Manutenção
2022-05-08 20:23:43.422100,Sudeste,Eólica,498.56,12226.41,Normal
2023-06-02 20:23:43.422100,Sudeste,Eólica,515.47,17449.16,Normal
2022-12-03 20:23:43.422100,Sudeste,Hidrelétrica,588.55,22535.13,Normal
2024-03-14 20:23:43.422100,Nordeste,Nuclear,564.52,25593.75,Falha
2025-08-15 20:23:43.422100,Sudeste,Eólica,591.03,15849.36,Normal
2023-07-25 20:23:43.422100,Sul,Termelétrica,317.03,14905.62,Falha
2026-05-22 20:23:43.422100,Nordeste,Hidrelétrica,447.88,16817.63,Manutenção
2023-12-20 20:23:43.422100,Sudeste,Hidrelétrica,503.34,14895.49,Normal
2023-05-03 20:23:43.422100,Sudeste,Hidrelétrica,397.87,19947.7,Normal
2024-06-29 20:23:43.422100,Sul,Hidrelétrica,446.81,9501.5,Normal
2022-01-30 20:23:43.422100,Norte,Hidrelétrica,261.95,6543.66,Normal
2023-08-18 20:23:43.422100,Nordeste,Termelétrica,401.21,12226.71,Normal
2024-04-09 20:23:43.422100,Norte,Hidrelétrica,284.56,7953.05,Manutenção
2024-01-06 20:23:43.422100,Nordeste,Hidrelétrica,776.39,11115.68,Normal
2023-08-21 20:23:43.422100,Sudeste,Hidrelétrica,535.01,10517.43,Normal
2025-08-24 20:23:43.422100,Nordeste,Nuclear,642.62,24844.27,Normal
2021-10-19 20:23:43.422100,Sudeste,Eólica,628.18,4700.81,Normal
2023-05-28 20:23:43.422100,Sul,Eólica,409.01,16545.07,Normal
2026-02-10 20:23:43.422100,Norte,Hidrelétrica,318.97,7100.16,Normal
2023-10-08 20:23:43.422100,Norte,Eólica,355.78,14505.93,Normal
2026-04-10 20:23:43.422100,Sul,Eólica,448.69,6008.31,Normal
2024-09-26 20:23:43.422100,Sudeste,Termelétrica,564.95,26529.88,Manutenção
2022-09-05 20:23:43.422100,Nordeste,Hidrelétrica,525.66,15371.31,Manutenção
2026-05-10 20:23:43.422100,Nordeste,Termelétrica,481.89,11729.84,Normal
2022-06-07 20:23:43.422100,Sul,Hidrelétrica,416.07,16287.76,Normal
2023-04-05 20:23:43.422100,Nordeste,Hidrelétrica,554.24,15089.91,Normal
2023-04-20 20:23:43.422100,Sudeste,Eólica,558.12,20530.18,Normal
2023-02-16 20:23:43.422100,Nordeste,Hidrelétrica,276.17,11765.85,Manutenção
2024-12-08 20:23:43.422100,Centro-Oeste,Termelétrica,720.35,10712.72,Normal
2025-03-30 20:23:43.422100,Sul,Hidrelétrica,559.25,5623.69,Normal
2025-09-18 20:23:43.422100,Norte,Hidrelétrica,420.14,13797.62,Normal
2022-12-05 20:23:43.422100,Nordeste,Hidrelétrica,469.75,10605.28,Normal
2023-10-08 20:23:43.422100,Centro-Oeste,Hidrelétrica,201.57,3461.66,Manutenção
2021-08-10 20:23:43.422100,Sudeste,Nuclear,507.64,16213.68,Normal
2022-08-09 20:23:43.422100,Norte,Hidrelétrica,403.36,18295.79,Normal
2023-10-26 20:23:43.422100,Centro-Oeste,Hidrelétrica,624.32,17156.73,Normal
2022-01-09 20:23:43.422100,Nordeste,Hidrelétrica,319.87,18849.26,Normal
2022-04-01 20:23:43.422100,Norte,Termelétrica,447.28,12364.3,Manutenção
2024-01-19 20:23:43.422100,Centro-Oeste,Hidrelétrica,356.85,13904.38,Normal
2022-05-11 20:23:43.422100,Sul,Eólica,81.13,10390.62,Normal
2022-09-16 20:23:43.422100,Nordeste,Hidrelétrica,740.91,11344.52,Normal
2025-01-26 20:23:43.422100,Sudeste,Solar,529.27,15653.79,Normal
2022-11-04 20:23:43.422100,Nordeste,Eólica,495.43,14174.91,Manutenção
2025-05-16 20:23:43.422100,Nordeste,Nuclear,222.43,13203.06,Normal
2022-11-03 20:23:43.422100,Nordeste,Hidrelétrica,413.32,20801.45,Normal
2022-12-11 20:23:43.422100,Centro-Oeste,Hidrelétrica,521.74,15397.6,Normal
2024-11-21 20:23:43.422100,Nordeste,Solar,556.69,3749.05,Normal
2025-12-08 20:23:43.422100,Sudeste,Hidrelétrica,559.53,15634.07,Normal
2022-12-18 20:23:43.422100,Sul,Solar,529.96,16451.43,Manutenção
2024-09-15 20:23:43.422100,Norte,Solar,349.48,18525.75,Normal
2026-05-02 20:23:43.422100,Sudeste,Termelétrica,713.87,14728.41,Normal
2021-09-11 20:23:43.422100,Norte,Eólica,613.34,19149.23,Normal
2021-12-05 20:23:43.422100,Norte,Hidrelétrica,436.36,17369.02,Manutenção
2024-08-01 20:23:43.422100,Nordeste,Hidrelétrica,422.25,9530.53,Normal
2023-04-28 20:23:43.422100,Centro-Oeste,Hidrelétrica,327.26,18338.91,Normal
2024-07-15 20:23:43.422100,Norte,Solar,430.58,12750.37,Normal
2026-04-10 20:23:43.422100,Sudeste,Eólica,572.39,15924.8,Manutenção
2023-09-06 20:23:43.422100,Norte,Eólica,706.86,18139.34,Normal
2021-08-08 20:23:43.422100,Centro-Oeste,Nuclear,488.91,18591.27,Normal
2023-06-22 20:23:43.422100,Sudeste,Hidrelétrica,721.73,17916.44,Normal
2024-07-26 20:23:43.422100,Nordeste,Termelétrica,714.22,18179.66,Normal
2022-08-28 20:23:43.422100,Sudeste,Hidrelétrica,363.7,22354.94,Normal
2026-05-07 20:23:43.422100,Nordeste,Nuclear,464.37,22114.96,Normal
2023-11-19 20:23:43.422100,Nordeste,Hidrelétrica,528.75,17600.91,Normal
2022-09-19 20:23:43.422100,Sudeste,Termelétrica,633.95,16766.16,Normal
2021-07-19 20:23:43.422100,Nordeste,Hidrelétrica,428.34,13244.74,Falha
2024-02-26 20:23:43.422100,Sudeste,Hidrelétrica,637.47,22662.15,Normal
2022-12-23 20:23:43.422100,Nordeste,Nuclear,381.38,7499.63,Normal
2024-07-14 20:23:43.422100,Centro-Oeste,Hidrelétrica,446.45,20727.36,Manutenção
2024-12-06 20:23:43.422100,Nordeste,Solar,484.16,16240.78,Normal
2024-11-11 20:23:43.422100,Centro-Oeste,Hidrelétrica,154.17,18709.42,Normal
2025-03-03 20:23:43.422100,Centro-Oeste,Eólica,500.61,13386.8,Normal
2023-11-07 20:23:43.422100,Norte,Eólica,489.43,16477.69,Normal
2022-02-07 20:23:43.422100,Centro-Oeste,Eólica,488.02,15873.16,Manutenção
2023-04-13 20:23:43.422100,Norte,Hidrelétrica,645.61,20093.15,Normal
2025-01-20 20:23:43.422100,Sudeste,Hidrelétrica,417.8,17450.31,Normal
2026-04-05 20:23:43.422100,Centro-Oeste,Hidrelétrica,497.77,12006.78,Normal
2025-11-14 20:23:43.422100,Sudeste,Eólica,319.37,23556.48,Normal
2025-07-25 20:23:43.422100,Sudeste,Solar,362.02,16752.09,Normal
2021-07-24 20:23:43.422100,Norte,Solar,511.98,11705.02,Normal
2024-01-03 20:23:43.422100,Nordeste,Termelétrica,605.14,13723.36,Normal
2025-04-24 20:23:43.422100,Norte,Hidrelétrica,938.19,3719.97,Normal
2024-05-23 20:23:43.422100,Norte,Termelétrica,648.26,9297.44,Normal
2024-05-02 20:23:43.422100,Norte,Hidrelétrica,595.13,21310.89,Normal
2023-01-24 20:23:43.422100,Centro-Oeste,Eólica,510.2,17783.03,Normal
2025-12-27 20:23:43.422100,Centro-Oeste,Hidrelétrica,687.24,18080.28,Normal
2022-06-01 20:23:43.422100,Norte,Hidrelétrica,803.78,14632.15,Normal
2025-11-12 20:23:43.422100,Nordeste,Hidrelétrica,634.0,13764.59,Normal
2022-01-15 20:23:43.422100,Nordeste,Hidrelétrica,432.37,18010.88,Normal
2025-04-23 20:23:43.422100,Nordeste,Nuclear,507.99,13861.54,Normal
2023-11-22 20:23:43.422100,Sudeste,Hidrelétrica,627.6,13534.08,Normal
2025-09-29 20:23:43.422100,Sudeste,Hidrelétrica,600.34,13141.87,Normal
2024-04-09 20:23:43.422100,Nordeste,Eólica,259.32,20570.46,Normal
2022-12-23 20:23:43.422100,Sudeste,Hidrelétrica,384.4,6923.86,Normal
2024-12-09 20:23:43.422100,Centro-Oeste,Hidrelétrica,330.84,18002.77,Normal
2023-09-16 20:23:43.422100,Sudeste,Solar,252.64,17518.29,Normal
2021-09-23 20:23:43.422100,Nordeste,Hidrelétrica,476.92,9642.83,Normal
2025-11-07 20:23:43.422100,Nordeste,Nuclear,557.87,17217.71,Falha
2025-11-08 20:23:43.422100,Sudeste,Solar,454.38,13554.82,Normal
2024-05-11 20:23:43.422100,Sul,Hidrelétrica,467.21,21218.31,Normal
2024-08-17 20:23:43.422100,Sudeste,Nuclear,228.88,268191.89999999997,Normal
2024-11-11 20:23:43.422100,Norte,Termelétrica,345.34,8723.38,Normal
2024-12-07 20:23:43.422100,Nordeste,Hidrelétrica,434.22,19073.95,Normal
2022-02-20 20:23:43.422100,Centro-Oeste,Hidrelétrica,471.13,12327.17,Normal
2021-09-18 20:23:43.422100,Sudeste,Eólica,657.54,14576.29,Normal
2021-11-10 20:23:43.422100,Nordeste,Eólica,440.77,15705.51,Normal
2023-03-27 20:23:43.422100,Sudeste,Eólica,642.64,8338.46,Normal
2024-03-25 20:23:43.422100,Sudeste,Hidrelétrica,552.6,17393.45,Normal
2023-05-12 20:23:43.422100,Sudeste,Hidrelétrica,550.12,15266.76,Normal
2024-10-20 20:23:43.422100,Sudeste,Eólica,249.93,13837.6,Normal
2022-08-02 20:23:43.422100,Sudeste,Eólica,473.49,8480.69,Normal
2025-01-03 20:23:43.422100,Nordeste,Nuclear,644.37,15887.82,Manutenção
2023-11-07 20:23:43.422100,Sudeste,Eólica,232.77,19287.43,Normal
2024-05-06 20:23:43.422100,Sudeste,Hidrelétrica,654.42,5502.93,Normal
2021-09-12 20:23:43.422100,Sul,Hidrelétrica,857.12,15458.36,Falha
2024-03-26 20:23:43.422100,Norte,Hidrelétrica,250.01,14992.11,Normal
2023-06-12 20:23:43.422100,Sudeste,Hidrelétrica,287.08,20249.02,Normal
2023-04-28 20:23:43.422100,Sul,Hidrelétrica,588.11,13283.84,Normal
2025-06-16 20:23:43.422100,Sudeste,Eólica,528.82,20114.27,Normal
2022-04-16 20:23:43.422100,Nordeste,Nuclear,306.64,13084.74,Normal
2022-04-02 20:23:43.422100,Sul,Eólica,688.36,20586.73,Normal
2023-09-25 20:23:43.422100,Nordeste,Hidrelétrica,391.36,11409.79,Normal
2023-02-09 20:23:43.422100,Norte,Termelétrica,270.03,17783.45,Normal
2024-02-17 20:23:43.422100,Centro-Oeste,Termelétrica,447.81,3477.06,Falha
2021-10-20 20:23:43.422100,Nordeste,Hidrelétrica,705.94,18954.68,Normal
2023-06-07 20:23:43.422100,Nordeste,Eólica,400.53,26667.11,Normal
2023-08-27 20:23:43.422100,Centro-Oeste,Hidrelétrica,,9213.73,Normal
2022-07-14 20:23:43.422100,Sudeste,Hidrelétrica,287.54,9064.54,Normal
2021-09-19 20:23:43.422100,Sul,Hidrelétrica,713.76,13567.37,Normal
2022-12-24 20:23:43.422100,Sudeste,Nuclear,301.47,24562.05,Normal
2022-07-01 20:23:43.422100,Sudeste,Termelétrica,451.06,24323.65,Normal
